dataset_id,site_name,site_property,value
ANBG_2019,site_at_-35.8747_degS_and_148.9789_degE,latitude (deg),-35.8747
ANBG_2019,site_at_-35.8747_degS_and_148.9789_degE,longitude (deg),148.9789
ANBG_2019,site_at_-35.8747_degS_and_148.9789_degE,collector,"North, T.G."
ANBG_2019,site_at_-35.8747_degS_and_148.9789_degE,locality,"Namadgi National Park; Settlers Track off Boboyan Road, c. 700 m W of car park, Brayshaws Hut area."
ANBG_2019,site_at_-35.8747_degS_and_148.9831_degE,latitude (deg),-35.8747
ANBG_2019,site_at_-35.8747_degS_and_148.9831_degE,longitude (deg),148.9831
ANBG_2019,site_at_-35.8747_degS_and_148.9831_degE,collector,"North, T.G."
ANBG_2019,site_at_-35.8747_degS_and_148.9831_degE,locality,"Namadgi National Park; Settlers Track off Boboyan Road, c. 200 m W of Brayshaws Hut car park."
ANBG_2019,site_at_-35.875_degS_and_148.9622_degE,latitude (deg),-35.875
ANBG_2019,site_at_-35.875_degS_and_148.9622_degE,longitude (deg),148.9622
ANBG_2019,site_at_-35.875_degS_and_148.9622_degE,collector,"North, T.G."
ANBG_2019,site_at_-35.875_degS_and_148.9622_degE,locality,"Namadgi National Park; 1.6 km ~NW of Westermans Hut on Settlers Track, off Boboyan Road."
ANBG_2019,site_at_-35.875_degS_and_148.9853_degE,latitude (deg),-35.875
ANBG_2019,site_at_-35.875_degS_and_148.9853_degE,longitude (deg),148.9853
ANBG_2019,site_at_-35.875_degS_and_148.9853_degE,collector,"North, T.G."
ANBG_2019,site_at_-35.875_degS_and_148.9853_degE,locality,"Namadgi National Park; Settlers Track off Boboyan Road, 50 m W of car park, Brayshaws Hut."
ANBG_2019,site_at_-35.8764_degS_and_148.9622_degE,latitude (deg),-35.8764
ANBG_2019,site_at_-35.8764_degS_and_148.9622_degE,longitude (deg),148.9622
ANBG_2019,site_at_-35.8764_degS_and_148.9622_degE,collector,"Feilen, P."
ANBG_2019,site_at_-35.8764_degS_and_148.9622_degE,locality,Namadgi National Park; Westermans Hut Track c. 2.3 km N of Boboyan Road crossing of southern ACT border.
ANBG_2019,site_at_-35.8786_degS_and_148.5036_degE,latitude (deg),-35.8786
ANBG_2019,site_at_-35.8786_degS_and_148.5036_degE,longitude (deg),148.5036
ANBG_2019,site_at_-35.8786_degS_and_148.5036_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-35.8786_degS_and_148.5036_degE,locality,"Kosciuszko National Park, IBRA region AA; 79.1 km W NW from the Snowy Mountains Highway and Kosciuszko Road junction; 548 m (straight line GPS) N of the Kiandra cemetery."
ANBG_2019,site_at_-35.88_degS_and_148.5017_degE,latitude (deg),-35.88
ANBG_2019,site_at_-35.88_degS_and_148.5017_degE,longitude (deg),148.5017
ANBG_2019,site_at_-35.88_degS_and_148.5017_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-35.88_degS_and_148.5017_degE,locality,"Kosciuszko National Park, IBRA region AA; 79.1 km W NW from the Snowy Mountains Highway and Kosciuszko Road junction; 369 m (straight line GPS) N of the Kiandra cemetery."
ANBG_2019,site_at_-35.8869_degS_and_148.9719_degE,latitude (deg),-35.8869
ANBG_2019,site_at_-35.8869_degS_and_148.9719_degE,longitude (deg),148.9719
ANBG_2019,site_at_-35.8869_degS_and_148.9719_degE,collector,"North, T.G."
ANBG_2019,site_at_-35.8869_degS_and_148.9719_degE,locality,"Namadgi National Park; Westermans Hut on Settlers Track, off Boboyan Road."
ANBG_2019,site_at_-35.8869_degS_and_149.1247_degE,latitude (deg),-35.8869
ANBG_2019,site_at_-35.8869_degS_and_149.1247_degE,longitude (deg),149.1247
ANBG_2019,site_at_-35.8869_degS_and_149.1247_degE,collector,"Schweickle, L."
ANBG_2019,site_at_-35.8869_degS_and_149.1247_degE,locality,"Scottsdale Reserve (Bush Heritage Reserve, 5 km N of Bredbo); top of hill 300 m S from Murrumbidgee River."
ANBG_2019,site_at_-35.8919_degS_and_148.4472_degE,latitude (deg),-35.8919
ANBG_2019,site_at_-35.8919_degS_and_148.4472_degE,longitude (deg),148.4472
ANBG_2019,site_at_-35.8919_degS_and_148.4472_degE,collector,"Guja, L.K."
ANBG_2019,site_at_-35.8919_degS_and_148.4472_degE,locality,"3 Mile Dam, Gold seekers track, c.118 m from The Link Road. Kosciuszko National Park."
ANBG_2019,site_at_-35.8947_degS_and_149.1253_degE,latitude (deg),-35.8947
ANBG_2019,site_at_-35.8947_degS_and_149.1253_degE,longitude (deg),149.1253
ANBG_2019,site_at_-35.8947_degS_and_149.1253_degE,collector,"Purdie, R.W."
ANBG_2019,site_at_-35.8947_degS_and_149.1253_degE,locality,"Scottsdale Bush Heritage property, N of Bredbo; on easterly track from dam on ridge to river."
ANBG_2019,site_at_-35.9058_degS_and_149.1397_degE,latitude (deg),-35.9058
ANBG_2019,site_at_-35.9058_degS_and_149.1397_degE,longitude (deg),149.1397
ANBG_2019,site_at_-35.9058_degS_and_149.1397_degE,collector,"Schweickle, L."
ANBG_2019,site_at_-35.9058_degS_and_149.1397_degE,locality,"Scottsdale Reserve (Bush Heritage Reserve, 5 km N of Bredbo); 1 km NW from shearers shed next to road."
ANBG_2019,site_at_-35.9067_degS_and_149.1203_degE,latitude (deg),-35.9067
ANBG_2019,site_at_-35.9067_degS_and_149.1203_degE,longitude (deg),149.1203
ANBG_2019,site_at_-35.9067_degS_and_149.1203_degE,collector,"Schweickle, L."
ANBG_2019,site_at_-35.9067_degS_and_149.1203_degE,locality,"Scottsdale Reserve (Bush Heritage Reserve, 5 km N of Bredbo); along ridge line, 2 km SW from small fenced dam."
ANBG_2019,site_at_-35.9275_degS_and_148.3997_degE,latitude (deg),-35.9275
ANBG_2019,site_at_-35.9275_degS_and_148.3997_degE,longitude (deg),148.3997
ANBG_2019,site_at_-35.9275_degS_and_148.3997_degE,collector,"Guja, L.K."
ANBG_2019,site_at_-35.9275_degS_and_148.3997_degE,locality,Dry dam on left of Kings Cross Road from Cabrarurra to Selwyn. Kosciuszko National Park.
ANBG_2019,site_at_-35.9289_degS_and_149.2314_degE,latitude (deg),-35.9289
ANBG_2019,site_at_-35.9289_degS_and_149.2314_degE,longitude (deg),149.2314
ANBG_2019,site_at_-35.9289_degS_and_149.2314_degE,collector,"Anlezark, M.J."
ANBG_2019,site_at_-35.9289_degS_and_149.2314_degE,locality,"Jerangle Road, c. 9 km out of Bredbo ~ENE."
ANBG_2019,site_at_-35.95_degS_and_149.0167_degE,latitude (deg),-35.95
ANBG_2019,site_at_-35.95_degS_and_149.0167_degE,longitude (deg),149.0167
ANBG_2019,site_at_-35.95_degS_and_149.0167_degE,collector,"Fethers, S."
ANBG_2019,site_at_-35.95_degS_and_149.0167_degE,locality,Near Murrumbateman township in paddock
ANBG_2019,site_at_-35.9667_degS_and_149.5_degE,latitude (deg),-35.9667
ANBG_2019,site_at_-35.9667_degS_and_149.5_degE,longitude (deg),149.5
ANBG_2019,site_at_-35.9667_degS_and_149.5_degE,collector,"Cayzer, L.W."
ANBG_2019,site_at_-35.9667_degS_and_149.5_degE,locality,"Tallaganda State Forest, Lowden Park, 15 m E of Dam toward carpark, 70 paces up Hopkins Pond Walking Trail near water wheel."
ANBG_2019,site_at_-35.9681_degS_and_149.1433_degE,latitude (deg),-35.9681
ANBG_2019,site_at_-35.9681_degS_and_149.1433_degE,longitude (deg),149.1433
ANBG_2019,site_at_-35.9681_degS_and_149.1433_degE,collector,"North, T.G."
ANBG_2019,site_at_-35.9681_degS_and_149.1433_degE,locality,"Bredbo, Monaro highway, Travelling Stock Reserve; 1.5 km S of town; roadside cutting."
ANBG_2019,site_at_-35.9692_degS_and_149.1422_degE,latitude (deg),-35.9692
ANBG_2019,site_at_-35.9692_degS_and_149.1422_degE,longitude (deg),149.1422
ANBG_2019,site_at_-35.9692_degS_and_149.1422_degE,collector,"Anlezark, M.J."
ANBG_2019,site_at_-35.9692_degS_and_149.1422_degE,locality,"Heading up the hill out of Bredbo towards Cooma; on road cutting, E side of road."
ANBG_2019,site_at_-35.97_degS_and_149.1417_degE,latitude (deg),-35.97
ANBG_2019,site_at_-35.97_degS_and_149.1417_degE,longitude (deg),149.1417
ANBG_2019,site_at_-35.97_degS_and_149.1417_degE,collector,"Fethers, S."
ANBG_2019,site_at_-35.97_degS_and_149.1417_degE,locality,"Monaro Grasslands, 1 km S of Bredbo along the Monaro Highway."
ANBG_2019,site_at_-35.9803_degS_and_149.6917_degE,latitude (deg),-35.9803
ANBG_2019,site_at_-35.9803_degS_and_149.6917_degE,longitude (deg),149.6917
ANBG_2019,site_at_-35.9803_degS_and_149.6917_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-35.9803_degS_and_149.6917_degE,locality,1.5 km E from the Dampier trig fire trail and the Minuma Range fire trail junction. On the Dampier Trig Fire Trail. Deua National Park.
ANBG_2019,site_at_-35.9942_degS_and_141.4025_degE,latitude (deg),-35.9942
ANBG_2019,site_at_-35.9942_degS_and_141.4025_degE,longitude (deg),141.4025
ANBG_2019,site_at_-35.9942_degS_and_141.4025_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-35.9942_degS_and_141.4025_degE,locality,14.7 km north of Yanac. Along the Nhill-Murrayville road heading toward Murrayville. Big Desert Wilderness side.
ANBG_2019,site_at_-36.0089_degS_and_148.7744_degE,latitude (deg),-36.0089
ANBG_2019,site_at_-36.0089_degS_and_148.7744_degE,longitude (deg),148.7744
ANBG_2019,site_at_-36.0089_degS_and_148.7744_degE,collector,"North, T.G."
ANBG_2019,site_at_-36.0089_degS_and_148.7744_degE,locality,"S of Adaminaby. Bushrangers Hill Road, 1 km S of junction with Snowy Mountains Highway; front gate of Happy Valley property."
ANBG_2019,site_at_-36.0333_degS_and_147.75_degE,latitude (deg),-36.0333
ANBG_2019,site_at_-36.0333_degS_and_147.75_degE,longitude (deg),147.75
ANBG_2019,site_at_-36.0333_degS_and_147.75_degE,collector,"Davies, F.E."
ANBG_2019,site_at_-36.0333_degS_and_147.75_degE,locality,"Burrowa-Pine Mountain National Park, Pine Mountain, c. 4 km W of summit."
ANBG_2019,site_at_-36.0333_degS_and_147.8_degE,latitude (deg),-36.0333
ANBG_2019,site_at_-36.0333_degS_and_147.8_degE,longitude (deg),147.8
ANBG_2019,site_at_-36.0333_degS_and_147.8_degE,collector,"Davies, F.E."
ANBG_2019,site_at_-36.0333_degS_and_147.8_degE,locality,"Burrowa-Pine Mountain National Park, Pine Mountain, c. 1 km NW of summit."
ANBG_2019,site_at_-36.0333_degS_and_147.8167_degE,latitude (deg),-36.0333
ANBG_2019,site_at_-36.0333_degS_and_147.8167_degE,longitude (deg),147.8167
ANBG_2019,site_at_-36.0333_degS_and_147.8167_degE,collector,"Davies, F.E."
ANBG_2019,site_at_-36.0333_degS_and_147.8167_degE,locality,"Burrowa - Pine Mountain National Park, Pine Mountain, c. 500 m W of summit."
ANBG_2019,site_at_-36.0406_degS_and_150.0639_degE,latitude (deg),-36.0406
ANBG_2019,site_at_-36.0406_degS_and_150.0639_degE,longitude (deg),150.0639
ANBG_2019,site_at_-36.0406_degS_and_150.0639_degE,collector,"Howe, A."
ANBG_2019,site_at_-36.0406_degS_and_150.0639_degE,locality,"Moruya State Forest, 500 m from Western Boundary Road."
ANBG_2019,site_at_-36.0414_degS_and_150.0633_degE,latitude (deg),-36.0414
ANBG_2019,site_at_-36.0414_degS_and_150.0633_degE,longitude (deg),150.0633
ANBG_2019,site_at_-36.0414_degS_and_150.0633_degE,collector,"Percival, J.L."
ANBG_2019,site_at_-36.0414_degS_and_150.0633_degE,locality,"6 km N of Bodalla; power line easement c. 600 m SW of Western Boundary Road where it enters Moruya State Forest; western side of power line easement, 40 m S of power pole, opposite extensive Commersonia thicket."
ANBG_2019,site_at_-36.0417_degS_and_150.0639_degE,latitude (deg),-36.0417
ANBG_2019,site_at_-36.0417_degS_and_150.0639_degE,longitude (deg),150.0639
ANBG_2019,site_at_-36.0417_degS_and_150.0639_degE,collector,"Percival, J.L."
ANBG_2019,site_at_-36.0417_degS_and_150.0639_degE,locality,"6 km N of Bodalla; power line easement c. 600 m SW of Western Boundary Road where it enters Moruya State Forest; eastern side of power line easement, 23 m SW and downhill from power pole."
ANBG_2019,site_at_-36.0422_degS_and_150.0642_degE,latitude (deg),-36.0422
ANBG_2019,site_at_-36.0422_degS_and_150.0642_degE,longitude (deg),150.0642
ANBG_2019,site_at_-36.0422_degS_and_150.0642_degE,collector,"Percival, J.L."
ANBG_2019,site_at_-36.0422_degS_and_150.0642_degE,locality,"6 km N of Bodalla; power line easement c. 600 m SW of Western Boundary Road where it enters Moruya State Forest; on S slope 50 m into forest from easement, eastern side of track 6 m N of boundary fence."
ANBG_2019,site_at_-36.1325_degS_and_148.44_degE,latitude (deg),-36.1325
ANBG_2019,site_at_-36.1325_degS_and_148.44_degE,longitude (deg),148.44
ANBG_2019,site_at_-36.1325_degS_and_148.44_degE,collector,"Wright, G.T."
ANBG_2019,site_at_-36.1325_degS_and_148.44_degE,locality,"Doubtful Creek headwaters ca 1.9 km NNW of Cesjacks Hut, Jagungal Wilderness Area. Kosciuszko National Park."
ANBG_2019,site_at_-36.1492_degS_and_148.4444_degE,latitude (deg),-36.1492
ANBG_2019,site_at_-36.1492_degS_and_148.4444_degE,longitude (deg),148.4444
ANBG_2019,site_at_-36.1492_degS_and_148.4444_degE,collector,"Albrecht, D.E."
ANBG_2019,site_at_-36.1492_degS_and_148.4444_degE,locality,"Kosciuszko National Park. Doubtful Creek, c. 5.1 km due E of Mount Jagungal summit."
ANBG_2019,site_at_-36.1711_degS_and_148.41_degE,latitude (deg),-36.1711
ANBG_2019,site_at_-36.1711_degS_and_148.41_degE,longitude (deg),148.41
ANBG_2019,site_at_-36.1711_degS_and_148.41_degE,collector,"Albrecht, D.E."
ANBG_2019,site_at_-36.1711_degS_and_148.41_degE,locality,"Geehi River, c. 3.2 km due SE of Mount Jagungal summit."
ANBG_2019,site_at_-36.19_degS_and_148.4153_degE,latitude (deg),-36.19
ANBG_2019,site_at_-36.19_degS_and_148.4153_degE,longitude (deg),148.4153
ANBG_2019,site_at_-36.19_degS_and_148.4153_degE,collector,"Wright, G.T."
ANBG_2019,site_at_-36.19_degS_and_148.4153_degE,locality,"Jagungal Wilderness area, tributary flowing into Geehi River. Ca 2 km west of North Bulls Peak, Kosciuszko National Park."
ANBG_2019,site_at_-36.1911_degS_and_148.3878_degE,latitude (deg),-36.1911
ANBG_2019,site_at_-36.1911_degS_and_148.3878_degE,longitude (deg),148.3878
ANBG_2019,site_at_-36.1911_degS_and_148.3878_degE,collector,"Albrecht, D.E."
ANBG_2019,site_at_-36.1911_degS_and_148.3878_degE,locality,Kosciuszko National Park. Geehi Creek c. 4.7 km due S of Mount Jaggungal.
ANBG_2019,site_at_-36.2061_degS_and_148.3997_degE,latitude (deg),-36.2061
ANBG_2019,site_at_-36.2061_degS_and_148.3997_degE,longitude (deg),148.3997
ANBG_2019,site_at_-36.2061_degS_and_148.3997_degE,collector,"Albrecht, D.E."
ANBG_2019,site_at_-36.2061_degS_and_148.3997_degE,locality,"Kosciuszko National Park. Big bend on Valentine Creek, 1.8 km due N of Mawson Hut."
ANBG_2019,site_at_-36.2125_degS_and_148.4222_degE,latitude (deg),-36.2125
ANBG_2019,site_at_-36.2125_degS_and_148.4222_degE,longitude (deg),148.4222
ANBG_2019,site_at_-36.2125_degS_and_148.4222_degE,collector,"Wright, G.T."
ANBG_2019,site_at_-36.2125_degS_and_148.4222_degE,locality,"Jagungal Wilderness area, upper reaches of tributary to Valentine Creek. Ca 900 m south-east of Cup & Saucer. Kosciuszko National Park."
ANBG_2019,site_at_-36.2342_degS_and_149.3964_degE,latitude (deg),-36.2342
ANBG_2019,site_at_-36.2342_degS_and_149.3964_degE,longitude (deg),149.3964
ANBG_2019,site_at_-36.2342_degS_and_149.3964_degE,collector,"North, T.G."
ANBG_2019,site_at_-36.2342_degS_and_149.3964_degE,locality,"Kybeyan Nature Reserve, East Kybeyan River Fire Trail, 100 m S of ford, in granite outcrop."
ANBG_2019,site_at_-36.2381_degS_and_149.0847_degE,latitude (deg),-36.2381
ANBG_2019,site_at_-36.2381_degS_and_149.0847_degE,longitude (deg),149.0847
ANBG_2019,site_at_-36.2381_degS_and_149.0847_degE,collector,"North, T.G."
ANBG_2019,site_at_-36.2381_degS_and_149.0847_degE,locality,"Ca 3.5 km W of Cooma; Dry Plains Road, 300 m N of junction with Snowy Mountains Highway; roadside verge."
ANBG_2019,site_at_-36.2386_degS_and_149.1397_degE,latitude (deg),-36.2386
ANBG_2019,site_at_-36.2386_degS_and_149.1397_degE,longitude (deg),149.1397
ANBG_2019,site_at_-36.2386_degS_and_149.1397_degE,collector,"North, T.G."
ANBG_2019,site_at_-36.2386_degS_and_149.1397_degE,locality,"Old Cooma Common, 1 m E of radio towers."
ANBG_2019,site_at_-36.2389_degS_and_149.4078_degE,latitude (deg),-36.2389
ANBG_2019,site_at_-36.2389_degS_and_149.4078_degE,longitude (deg),149.4078
ANBG_2019,site_at_-36.2389_degS_and_149.4078_degE,collector,"North, T.G."
ANBG_2019,site_at_-36.2389_degS_and_149.4078_degE,locality,"Kybeyan Nature Reserve; 4 km S on Kybean East Fire Trail, from junction with Kybean West Fire Trail, at second creek ford; E along creekline."
ANBG_2019,site_at_-36.2503_degS_and_148.4181_degE,latitude (deg),-36.2503
ANBG_2019,site_at_-36.2503_degS_and_148.4181_degE,longitude (deg),148.4181
ANBG_2019,site_at_-36.2503_degS_and_148.4181_degE,collector,"Albrecht, D.E."
ANBG_2019,site_at_-36.2503_degS_and_148.4181_degE,locality,"Kosciuszko National Park. Headwaters of Valentine Creek, c. 3.4 km due SSE of Mawsons Hut."
ANBG_2019,site_at_-36.2531_degS_and_149.4075_degE,latitude (deg),-36.2531
ANBG_2019,site_at_-36.2531_degS_and_149.4075_degE,longitude (deg),149.4075
ANBG_2019,site_at_-36.2531_degS_and_149.4075_degE,collector,"North, T.G."
ANBG_2019,site_at_-36.2531_degS_and_149.4075_degE,locality,"Kybeyan Nature Reserve; 5 km S on Kybean East Fire Trail, from junction with Kybean West Fire Trail, at third creek ford; 100 m SE from ford between the Trail and creekline."
ANBG_2019,site_at_-36.2667_degS_and_146.7167_degE,latitude (deg),-36.2667
ANBG_2019,site_at_-36.2667_degS_and_146.7167_degE,longitude (deg),146.7167
ANBG_2019,site_at_-36.2667_degS_and_146.7167_degE,collector,"Davies, F.E."
ANBG_2019,site_at_-36.2667_degS_and_146.7167_degE,locality,1.5 km N of Wooragee.
ANBG_2019,site_at_-36.275_degS_and_148.3833_degE,latitude (deg),-36.275
ANBG_2019,site_at_-36.275_degS_and_148.3833_degE,longitude (deg),148.3833
ANBG_2019,site_at_-36.275_degS_and_148.3833_degE,collector,"Flowers, G.H."
ANBG_2019,site_at_-36.275_degS_and_148.3833_degE,locality,Kosciuszko National Park; 150 m W of Schlink Hilton (towards river) on Schlink Pass Road.
ANBG_2019,site_at_-36.2869_degS_and_148.4114_degE,latitude (deg),-36.2869
ANBG_2019,site_at_-36.2869_degS_and_148.4114_degE,longitude (deg),148.4114
ANBG_2019,site_at_-36.2869_degS_and_148.4114_degE,collector,"Flowers, G.H."
ANBG_2019,site_at_-36.2869_degS_and_148.4114_degE,locality,"Kosciuszko National Park; E of Gungartan (a peak) towards Finns Swamp on the Finns River, 2.23 km E of kink in Schlink Pass Road, which is 1.17 km S of Schlink Hilton."
ANBG_2019,site_at_-36.2939_degS_and_150.0611_degE,latitude (deg),-36.2939
ANBG_2019,site_at_-36.2939_degS_and_150.0611_degE,longitude (deg),150.0611
ANBG_2019,site_at_-36.2939_degS_and_150.0611_degE,collector,"North, T.G."
ANBG_2019,site_at_-36.2939_degS_and_150.0611_degE,locality,"Dr Allan England property, 3 km N of Central Tilba."
ANBG_2019,site_at_-36.3161_degS_and_150.0706_degE,latitude (deg),-36.3161
ANBG_2019,site_at_-36.3161_degS_and_150.0706_degE,longitude (deg),150.0706
ANBG_2019,site_at_-36.3161_degS_and_150.0706_degE,collector,"North, T.G."
ANBG_2019,site_at_-36.3161_degS_and_150.0706_degE,locality,Central Tilba Public School; 50 m to SE on granite rock outcrop.
ANBG_2019,site_at_-36.3175_degS_and_150.0581_degE,latitude (deg),-36.3175
ANBG_2019,site_at_-36.3175_degS_and_150.0581_degE,longitude (deg),150.0581
ANBG_2019,site_at_-36.3175_degS_and_150.0581_degE,collector,"North, T.G."
ANBG_2019,site_at_-36.3175_degS_and_150.0581_degE,locality,1 km NW from Tilba Tilba start of Tilba Tilba walking Track.
ANBG_2019,site_at_-36.3333_degS_and_144.6833_degE,latitude (deg),-36.3333
ANBG_2019,site_at_-36.3333_degS_and_144.6833_degE,longitude (deg),144.6833
ANBG_2019,site_at_-36.3333_degS_and_144.6833_degE,collector,"Scarlett, N.H."
ANBG_2019,site_at_-36.3333_degS_and_144.6833_degE,locality,Rochester Race Course (7825 Echuca BV 941747).
ANBG_2019,site_at_-36.3411_degS_and_148.5078_degE,latitude (deg),-36.3411
ANBG_2019,site_at_-36.3411_degS_and_148.5078_degE,longitude (deg),148.5078
ANBG_2019,site_at_-36.3411_degS_and_148.5078_degE,collector,"Fethers, S."
ANBG_2019,site_at_-36.3411_degS_and_148.5078_degE,locality,Kosciuszko National Park 2.20 km north from Rennix Walk signpost Kosciuszko Road (straight line GPS). Along main track at knoll - hill top. Ca 9.3 km ~NE of Smiggin Holes.
ANBG_2019,site_at_-36.3425_degS_and_149.6_degE,latitude (deg),-36.3425
ANBG_2019,site_at_-36.3425_degS_and_149.6_degE,longitude (deg),149.6
ANBG_2019,site_at_-36.3425_degS_and_149.6_degE,collector,"Cayzer, L.W."
ANBG_2019,site_at_-36.3425_degS_and_149.6_degE,locality,"Wadbilliga National Park, 1 km S of Trig."
ANBG_2019,site_at_-36.3433_degS_and_148.5108_degE,latitude (deg),-36.3433
ANBG_2019,site_at_-36.3433_degS_and_148.5108_degE,longitude (deg),148.5108
ANBG_2019,site_at_-36.3433_degS_and_148.5108_degE,collector,"Fethers, S."
ANBG_2019,site_at_-36.3433_degS_and_148.5108_degE,locality,Kosciuszko National Park 1.93 km north-north-east from Rennix Walk signpost Kosciuszko Road (straight line GPS). Along pathway. Ca 9.3 km ENE of Smiggin Holes.
ANBG_2019,site_at_-36.35_degS_and_148.4_degE,latitude (deg),-36.35
ANBG_2019,site_at_-36.35_degS_and_148.4_degE,longitude (deg),148.4
ANBG_2019,site_at_-36.35_degS_and_148.4_degE,collector,"Barnsley, B."
ANBG_2019,site_at_-36.35_degS_and_148.4_degE,locality,"Kosciuszko National Park, 400 m from Guthega power station up Schlink Pass road."
ANBG_2019,site_at_-36.3514_degS_and_148.5075_degE,latitude (deg),-36.3514
ANBG_2019,site_at_-36.3514_degS_and_148.5075_degE,longitude (deg),148.5075
ANBG_2019,site_at_-36.3514_degS_and_148.5075_degE,collector,"Fethers, S."
ANBG_2019,site_at_-36.3514_degS_and_148.5075_degE,locality,Kosciuszko National Park 1.0 km north from Rennix Walk signpost Kosciuszko Road (straight line GPS). On track. Ca 8 km ~ENE of Smiggin Holes.
ANBG_2019,site_at_-36.3547_degS_and_148.5064_degE,latitude (deg),-36.3547
ANBG_2019,site_at_-36.3547_degS_and_148.5064_degE,longitude (deg),148.5064
ANBG_2019,site_at_-36.3547_degS_and_148.5064_degE,collector,"Fethers, S."
ANBG_2019,site_at_-36.3547_degS_and_148.5064_degE,locality,Kosciuszko National Park 734 m north from Rennix Walk signpost Kosciuszko Road (straight line GPS). Ca 8 km ~ENE of Smiggin Holes.
ANBG_2019,site_at_-36.3564_degS_and_148.3536_degE,latitude (deg),-36.3564
ANBG_2019,site_at_-36.3564_degS_and_148.3536_degE,longitude (deg),148.3536
ANBG_2019,site_at_-36.3564_degS_and_148.3536_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.3564_degS_and_148.3536_degE,locality,"Kosciuszko National Park, IBRA region AA; Tate Ridge East, 4.2 km NW of Guthega."
ANBG_2019,site_at_-36.3581_degS_and_148.3542_degE,latitude (deg),-36.3581
ANBG_2019,site_at_-36.3581_degS_and_148.3542_degE,longitude (deg),148.3542
ANBG_2019,site_at_-36.3581_degS_and_148.3542_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.3581_degS_and_148.3542_degE,locality,"Kosciuszko National Park, IBRA region AA; Tate Ridge East, 4 km NW from Guthega (straight line GPS)."
ANBG_2019,site_at_-36.3583_degS_and_148.5061_degE,latitude (deg),-36.3583
ANBG_2019,site_at_-36.3583_degS_and_148.5061_degE,longitude (deg),148.5061
ANBG_2019,site_at_-36.3583_degS_and_148.5061_degE,collector,"Fethers, S."
ANBG_2019,site_at_-36.3583_degS_and_148.5061_degE,locality,Kosciuszko National Park 234 m north from Rennix Walk signpost Kosciuszko Road (straight line GPS). Waypoint 26. Ca 8 km ~ENE of Smiggin Holes.
ANBG_2019,site_at_-36.3589_degS_and_148.4878_degE,latitude (deg),-36.3589
ANBG_2019,site_at_-36.3589_degS_and_148.4878_degE,longitude (deg),148.4878
ANBG_2019,site_at_-36.3589_degS_and_148.4878_degE,collector,"Cosgrove, C."
ANBG_2019,site_at_-36.3589_degS_and_148.4878_degE,locality,Kosciuszko National Park c. 400 m E of Sponars Chalet on E side of pond on N side of Kosciuszko Road.
ANBG_2019,site_at_-36.3606_degS_and_148.3564_degE,latitude (deg),-36.3606
ANBG_2019,site_at_-36.3606_degS_and_148.3564_degE,longitude (deg),148.3564
ANBG_2019,site_at_-36.3606_degS_and_148.3564_degE,collector,"Clarke, B.G."
ANBG_2019,site_at_-36.3606_degS_and_148.3564_degE,locality,"Kosciuszko National Park, IBRA region AA; Tate Ridge East, c. 3.7 km NW of Guthega."
ANBG_2019,site_at_-36.3606_degS_and_148.5047_degE,latitude (deg),-36.3606
ANBG_2019,site_at_-36.3606_degS_and_148.5047_degE,longitude (deg),148.5047
ANBG_2019,site_at_-36.3606_degS_and_148.5047_degE,collector,"Feilen, P."
ANBG_2019,site_at_-36.3606_degS_and_148.5047_degE,locality,Kosciuszko National Park; Rennix Gap; 300 m N of Kosciuszko Road.
ANBG_2019,site_at_-36.3622_degS_and_148.3561_degE,latitude (deg),-36.3622
ANBG_2019,site_at_-36.3622_degS_and_148.3561_degE,longitude (deg),148.3561
ANBG_2019,site_at_-36.3622_degS_and_148.3561_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-36.3622_degS_and_148.3561_degE,locality,"Kosciuszko National Park, IBRA region AA; Tate Ridge East, 3.6 km NW of Guthega; just below Gills Nobs (North Nob)."
ANBG_2019,site_at_-36.3625_degS_and_148.5061_degE,latitude (deg),-36.3625
ANBG_2019,site_at_-36.3625_degS_and_148.5061_degE,longitude (deg),148.5061
ANBG_2019,site_at_-36.3625_degS_and_148.5061_degE,collector,"Feilen, P."
ANBG_2019,site_at_-36.3625_degS_and_148.5061_degE,locality,"Kosciuszko National Park; Rennis Gap, S of Kosciuszko Road c. 1 km E of Guthega Road."
ANBG_2019,site_at_-36.3658_degS_and_148.3719_degE,latitude (deg),-36.3658
ANBG_2019,site_at_-36.3658_degS_and_148.3719_degE,longitude (deg),148.3719
ANBG_2019,site_at_-36.3658_degS_and_148.3719_degE,collector,"McAuliffe, J.; Percival, J.; Flowers, G."
ANBG_2019,site_at_-36.3658_degS_and_148.3719_degE,locality,Kosciuszko National Park; 1.484 km N of Guthega Pondage Dam on top of ridge line E of Guthega River.
ANBG_2019,site_at_-36.3669_degS_and_148.3714_degE,latitude (deg),-36.3669
ANBG_2019,site_at_-36.3669_degS_and_148.3714_degE,longitude (deg),148.3714
ANBG_2019,site_at_-36.3669_degS_and_148.3714_degE,collector,"McAuliffe, J.; Flowers, G."
