Taxon,EPBC Act listed,NSW listed,WA listed,VIC listed,SA listed,QLD listed,TAS listed,ACT listed,Endemic NSW,Endemic SA,Endemic WA,Endemic VIC,Endemic QLD,Endemic TAS,Endemic ACT,All other taxa,Proportion of range map burnt,Proportion of SNES range map burnt (EPBC Act species only) ,Proportion of point locations burnt,high fire frequency ranking,cumulative fire risk ranking
Acacia basedowii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Acacia baueri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Acacia baueri subsp. aspera,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.268948217,NA,0.291666667,LOW,DD
Acacia baueri subsp. baueri,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.108752657,NA,0.042857143,LOW,DD
Acacia baxteri,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.030242056,NA,0.2,LOW,DD
Acacia beadleana,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.786093742,NA,0.954545455,HIGH,DD
Acacia beauverdiana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.028251189,NA,0,LOW,DD
Acacia beckleri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.51E-04,NA,0.006896552,LOW,DD
Acacia beckleri subsp. beckleri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.90E-04,NA,0,NONE,DD
Acacia beckleri subsp. megaspherica,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia benthamii,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.035119286,NA,0,LOW,DD
Acacia besleyi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia betchei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.120972484,NA,0.484848485,MEDIUM,HIGH
Acacia bidentata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.040082234,NA,0.051643193,LOW,LOW
Acacia bifaria,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.071125,NA,0,LOW,DD
Acacia biflora,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.016273317,NA,0.02173913,LOW,DD
Acacia binata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.098945645,NA,0.055555556,LOW,DD
Acacia binervata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.307134142,NA,0.131578947,LOW,DD
Acacia binervia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2547818,NA,0.213114754,LOW,MEDIUM
Acacia bivenosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Acacia bivenosa x Acacia sclerosperma subsp. sclerosperma,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia blakei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.056930242,NA,0.056603774,LOW,DD
Acacia blakei subsp. blakei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02024144,NA,0.075675676,LOW,DD
Acacia blakei subsp. diphylla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.132919292,NA,0.351351351,MEDIUM,MEDIUM
Acacia blakelyi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.002359363,NA,0,LOW,LOW
Acacia blaxellii,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.263124999,NA,0.125,LOW,DD
Acacia blayana,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.666484378,NA,0.764705882,HIGH,HIGH
Acacia boormanii,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.192365499,NA,0.096774194,LOW,MEDIUM
Acacia boormanii var. Mount Typo (F.E.Bienvenu 11),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.060000002,NA,0,LOW,DD
Acacia botrydion,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia brachybotrya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.005518629,NA,0,LOW,LOW
Acacia brachyclada,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.063668319,NA,0.066666667,LOW,DD
Acacia brachyphylla,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.098437503,NA,0,NONE,DD
Acacia brachyphylla var. brachyphylla,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.02682631,NA,0,LOW,DD
Acacia brachyphylla var. recurvata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.002330801,NA,0,LOW,DD
Acacia brachypoda,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NONE,NONE
Acacia brachystachya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.48E-04,NA,0,LOW,LOW
Acacia bracteolata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.128658808,NA,0.096774194,LOW,DD
Acacia brassii,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Acacia brockii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Acacia bromilowiana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia browniana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.019952755,NA,0.050632911,LOW,HIGH
Acacia browniana var. browniana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.017648534,NA,0.012903226,LOW,DD
Acacia browniana var. endlicheri,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.013576922,NA,0.090909091,LOW,DD
Acacia browniana var. glaucescens,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia browniana var. intermedia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.008938545,NA,0.188679245,LOW,DD
Acacia browniana var. obscura,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.011463243,NA,0,LOW,DD
Acacia brownii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.158926045,NA,0.23853211,LOW,DD
Acacia brumalis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.002251649,NA,0,LOW,DD
Acacia brunioides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.410223764,NA,0.545454546,HIGH,HIGH
Acacia brunioides subsp. brunioides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.326297787,NA,0.322916667,MEDIUM,MEDIUM
Acacia brunioides subsp. granitica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.441507431,NA,0.259259259,LOW,DD
Acacia bulgaensis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.346562499,NA,0.315789474,LOW,MEDIUM
Acacia burbidgeae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003586009,NA,0.3125,HIGH,MEDIUM
Acacia burdekensis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00186926,NA,0,LOW,DD
Acacia burkittii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006923803,NA,0.00487013,LOW,LOW
Acacia burrana,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.001495971,NA,0,LOW,DD
Acacia burrowii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004021068,NA,0.018018018,LOW,DD
Acacia burrowsiana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia buxifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.154012873,NA,0.263636364,LOW,DD
Acacia buxifolia subsp. buxifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.146051202,NA,0.129310345,LOW,DD
Acacia buxifolia subsp. pubiflora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.026500131,NA,0.040816327,LOW,DD
Acacia bynoeana,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.466216915,0.17250239,0.050505051,LOW,DD
Acacia caerulescens,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.360968323,0.276703587,0.361111111,LOW,LOW
Acacia caesaneura,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.003816583,NA,0.004761905,LOW,DD
Acacia caesariata,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia caesiella,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.140565054,NA,0.376,MEDIUM,DD
Acacia calamifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002829858,NA,0,LOW,LOW
Acacia calantha,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.01207622,NA,0.045454546,LOW,DD
Acacia calcarata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.005557635,NA,0,LOW,DD
Acacia calcicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.09E-06,NA,0,LOW,LOW
Acacia calligera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Acacia calyculata,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.001853699,NA,0,LOW,DD
Acacia cambagei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.71E-05,NA,0.001855288,LOW,DD
Acacia camptocarpa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia camptoclada,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.061439711,NA,0.109589041,LOW,DD
Acacia campylophylla,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.84E-06,NA,0,NONE,DD
Acacia cana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.49E-05,NA,0,LOW,DD
Acacia cangaiensis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.751458331,NA,0.972222222,HIGH,DD
Acacia capillaris,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia cardiophylla,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.022134587,NA,0,LOW,DD
Acacia carens,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00165077,NA,0,LOW,DD
Acacia carneorum,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.48E-04,0,0,NONE,NONE
Acacia carnosula,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.016133517,NA,0.055555556,LOW,DD
Acacia caroleae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.007075404,NA,0,LOW,DD
Acacia cassicula,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.81E-05,NA,0,LOW,DD
Acacia castanostegia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.177037965,NA,0.176470588,LOW,DD
Acacia cataractae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Acacia catenulata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.57E-04,NA,0,LOW,DD
Acacia catenulata subsp. catenulata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.92E-04,NA,0,LOW,DD
Acacia catenulata subsp. occidentalis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia cavealis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.59E-04,NA,0,LOW,DD
Acacia cedroides,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia celastrifolia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.010704809,NA,0.026785714,LOW,MEDIUM
Acacia celsa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.005991585,NA,0,LOW,DD
Acacia cerastes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia chalkeri,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.406458338,NA,0.75,LOW,DD
Acacia chamaeleon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.019348007,NA,0,LOW,DD
Acacia chapmanii,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,DD,DD
Acacia chapmanii subsp. australis,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NONE,NONE
Acacia chapmanii subsp. chapmanii,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia chartacea,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.94E-06,NA,0,NONE,DD
Acacia cheelii,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.084341184,NA,0.064748201,LOW,LOW
Acacia chinchillensis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.007566692,NA,0.03030303,LOW,DD
Acacia chippendalei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Acacia chisholmii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Acacia chisholmii x Acacia monticola,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,DD,DD
Acacia chrysella,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.056985348,NA,0.06870229,LOW,DD
Acacia chrysocephala,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.038081459,NA,0.045454546,LOW,LOW
Acacia chrysochaeta,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia chrysopoda,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.034491151,NA,0.066666667,LOW,DD
Acacia chrysotricha,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.129985535,NA,0,MEDIUM,LOW
Acacia cincinnata,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.060374186,NA,0.051470588,LOW,DD
Acacia citrinoviridis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia citrinoviridis x Acacia tumida var. pilbarensis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,DD,DD
Acacia citriodora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Acacia clandullensis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.604077224,NA,0.266666667,MEDIUM,DD
Acacia claviseta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Acacia clelandii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.37E-05,NA,0,LOW,DD
Acacia clunies-rossiae,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.929310894,NA,1,HIGH,HIGH
Acacia clunies.rossiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.929310894,NA,NA,DD,DD
Acacia clydonophora,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00898903,NA,0,LOW,DD
Acacia coatesii,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.10125,NA,0,NONE,NONE
Acacia cochlearis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.036139916,NA,0.015625,LOW,LOW
Acacia cochlocarpa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.202291668,NA,0,NONE,DD
Acacia cochlocarpa subsp. cochlocarpa,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.001071429,0,0,NONE,NONE
Acacia cochlocarpa subsp. velutinosa,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NONE,NONE
Acacia cockertoniana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.007686644,NA,0,NONE,DD
Acacia cognata,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.598482722,NA,0.604477612,MEDIUM,DD
Acacia colei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Acacia colei var. colei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Acacia colei var. ileocarpa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Acacia collegialis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.053814189,NA,0.136363636,LOW,DD
Acacia colletioides,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007616074,NA,0.002506266,LOW,LOW
Acacia comans,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.82E-04,NA,0,LOW,DD
Acacia complanata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.051439126,NA,0.099071207,LOW,DD
Acacia concolorans,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.011508621,NA,0,LOW,DD
Acacia concurrens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.060265887,NA,0.084507042,LOW,DD
Acacia conferta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.008016846,NA,0.016166282,LOW,LOW
Acacia confluens,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia congesta,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.01E-04,NA,0,LOW,DD
Acacia congesta subsp. cliftoniana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia congesta subsp. congesta,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.001170517,NA,0.054794521,LOW,DD
Acacia congesta subsp. wonganensis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia conjunctifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Acacia conniana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.147857575,NA,0.107142857,LOW,DD
Acacia consanguinea,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.018177699,NA,0.033898305,LOW,DD
Acacia consobrina,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.035399429,NA,0.076923077,LOW,DD
Acacia conspersa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Acacia constablei,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.997018732,0.976686825,0.942857143,NONE,HIGH
Acacia continua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002049084,NA,0.0078125,LOW,LOW
Acacia convallium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Acacia coolgardiensis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.010274827,NA,0,LOW,DD
Acacia coriacea,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia coriacea subsp. coriacea,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.99E-04,NA,0,NONE,DD
Acacia coriacea subsp. pendens,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia costata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0115625,NA,0,LOW,DD
Acacia costiniana,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.125683793,NA,0.106382979,LOW,DD
Acacia courtii,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.310833051,2.21E-04,0,NONE,LOW
Acacia covenyi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.691964283,NA,0.888888889,MEDIUM,DD
Acacia cowaniana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia cowleana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.68E-05,NA,0,LOW,HIGH
Acacia cowleana x Acacia elachantha,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,DD,DD
Acacia cowleana x Acacia hammondii,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,DD,DD
Acacia cracentis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01128268,NA,0.111111111,LOW,DD
Acacia craspedocarpa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.68E-04,NA,0,NONE,DD
Acacia crassa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.008817078,NA,0.014705882,LOW,DD
Acacia crassa subsp. crassa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.013247944,NA,0.023529412,LOW,DD
Acacia crassa subsp. longicoma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.009086396,NA,0.057692308,LOW,DD
Acacia crassicarpa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.001624521,NA,0,LOW,DD
Acacia crassicarpa x Acacia midgleyi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,DD,DD
Acacia crassistipula,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.003457477,NA,0,LOW,MEDIUM
Acacia crassiuscula,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.026376853,NA,0,LOW,DD
Acacia crassuloides,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.102219328,NA,0.036363636,LOW,DD
Acacia cremiflora,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.057831608,NA,0.087719298,LOW,LOW
Acacia crenulata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.014015313,NA,0,LOW,DD
Acacia cretacea,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.021124442,0,0.034482759,NONE,NONE
Acacia cretata,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.002578639,NA,0.032608696,LOW,DD
Acacia crispula,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.026919716,NA,0.044642857,LOW,DD
Acacia crombiei,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NONE,NONE
Acacia cultriformis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08186283,NA,0.00591716,LOW,DD
Acacia cummingiana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.008821721,NA,0,LOW,DD
Acacia cuneifolia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.61E-04,NA,0,LOW,DD
Acacia cupularis,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.02555176,NA,0.016985138,LOW,DD
Acacia curranii,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001038272,0,0,NONE,NONE
Acacia curryana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia curvata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.030277828,NA,0,LOW,DD
Acacia cuspidifolia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia cuthbertsonii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Acacia cuthbertsonii subsp. cuthbertsonii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Acacia cuthbertsonii subsp. linearis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia cyclocarpa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia cyclops,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.040133617,NA,0.014749263,LOW,LOW
Acacia cylindrica,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.031897377,NA,0,LOW,DD
Acacia cyperophylla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Acacia cyperophylla var. cyperophylla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Acacia cyperophylla var. omearana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia dacrydioides,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia dallachiana,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.255373543,NA,0.090909091,LOW,HIGH
Acacia dangarensis,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia daphnifolia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.001329039,NA,0.008130081,LOW,DD
Acacia daviesii,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.035972223,NA,0,LOW,DD
Acacia daviesioides,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.004022573,NA,0,LOW,DD
Acacia daweana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia dawsonii,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.169685236,NA,0.0875,LOW,LOW
Acacia dealbata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.130363654,NA,0.126436782,LOW,DD
Acacia dealbata subsp. dealbata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.13689381,NA,0.08310992,LOW,LOW
Acacia dealbata subsp. subalpina,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.283567374,NA,0.382978723,LOW,HIGH
Acacia deanei,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00577595,NA,0,LOW,LOW
Acacia deanei subsp. deanei,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.004432714,NA,0.020958084,LOW,LOW
Acacia deanei subsp. paucijuga,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.035694659,NA,0.008264463,LOW,LOW
Acacia debilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.010759988,NA,0.072463768,LOW,LOW
Acacia declinata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.014058383,NA,0,LOW,DD
Acacia decora,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.020515513,NA,0.011764706,LOW,LOW
Acacia decurrens,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.134478002,NA,0.085294118,LOW,LOW
Acacia deficiens,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.072402963,NA,0.076190476,LOW,DD
Acacia deflexa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.98E-06,NA,0,NONE,DD
Acacia delibrata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Acacia delicatula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Acacia delphina,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.018988513,NA,0.01754386,LOW,DD
